job_description_length,benefits_score,salary_usd
2201,8.9,20520
965,7.9,158930
2169,6.0,76074
690,8.2,59343
1675,8.4,104447
1871,8.9,43120
1760,6.6,219852
2230,5.9,40164
1042,7.8,164110
804,6.8,33846
1765,6.6,126266
1849,5.1,98327
2357,5.6,77366
788,7.8,76129
842,10.0,134331
1613,6.4,56083
2271,5.6,147444
1036,7.8,92983
2435,8.2,83859
1912,9.2,84786
2309,5.4,154829
1500,8.6,216967
2067,5.6,90170
2481,9.2,59279
1813,6.6,85165
1842,8.4,58417
1814,5.4,160456
1355,5.4,29590
985,5.8,242489
2139,8.7,136042
2429,6.3,104200
640,7.2,137878
1597,7.4,187710
2331,7.7,50439
2378,8.5,29300
2251,8.3,93689
1397,9.6,182500
851,7.2,149041
692,9.5,43748
755,6.8,54185
748,8.4,69436
1596,5.6,103188
2191,6.3,116739
521,6.3,73367
2262,6.5,72979
1382,8.6,193939
503,5.8,151333
2342,9.8,63229
1198,9.6,188397
1017,6.5,102987
2494,5.6,226210
1247,7.6,18309
898,6.9,210459
1509,5.3,70962
1863,8.7,71103
1961,8.1,94344
712,6.8,31310
1906,8.0,186865
835,5.1,22689
2427,8.7,71875
1322,7.4,91093
1654,9.6,59983
870,7.4,315917
920,5.1,49015
857,5.7,45174
2017,6.1,124375
2434,7.3,24919
2102,8.0,103196
2344,6.9,101200
669,6.9,146547
1029,9.8,72296
2301,6.9,63430
1350,6.4,266480
589,7.9,115622
901,7.3,59313
746,5.8,106901
1996,6.3,179377
1771,6.0,98356
807,8.0,143818
1542,6.4,148765
2478,6.7,88116
1057,6.9,49914
1371,6.3,39015
963,9.9,88810
1986,9.9,224663
1505,9.4,63881
1156,8.5,95307
1340,8.2,102086
1745,8.3,97103
2247,7.3,174876
2332,5.5,77585
1715,5.8,83753
1072,7.3,191492
1209,9.4,71219
1914,6.8,143605
688,10.0,261388
1696,8.9,115250
609,6.8,214259
1329,6.2,50907
1072,8.1,157211
666,6.9,110447
1849,8.3,108700
832,6.6,67170
1064,6.0,45079
2486,5.6,97906
1536,7.3,88189
657,6.9,103595
2433,7.2,113624
1559,7.7,134364
723,6.6,143237
1196,7.9,61187
2441,8.1,64608
1088,7.6,311834
538,8.3,127894
2367,9.7,75336
1592,8.4,66416
1778,6.7,49315
1032,7.6,130837
2076,5.8,93179
896,5.3,88696
1769,9.5,125978
647,5.7,73015
1779,5.3,89921
2383,5.3,145615
976,8.1,72798
1300,8.1,202771
2401,8.7,101963
1399,7.3,131393
2098,7.9,216001
732,5.0,165488
1724,5.4,279330
922,8.9,120176
1726,8.7,242800
1352,9.8,135978
1082,9.4,233643
839,6.0,63249
1876,9.7,89516
1122,6.0,176954
1474,8.7,55961
616,5.8,132864
2135,5.3,104418
1830,9.8,80490
1123,7.8,85744
1304,8.8,101111
1002,6.4,195573
1581,8.4,136148
2122,9.3,108512
646,7.0,216695
2253,8.6,169781
1909,8.5,306082
1139,5.2,82438
2293,7.6,57552
1725,9.3,54111
1081,9.7,139157
764,5.7,84808
1342,6.3,141179
1247,6.0,318090
1109,10.0,130980
696,8.4,134292
1964,8.3,137679
996,8.9,179453
1265,7.8,118618
2495,9.0,154250
1537,5.7,63563
660,5.3,199854
1538,8.9,123361
858,8.8,103643
607,6.5,61632
942,8.1,64782
1801,8.0,160583
1482,5.3,259300
1003,9.3,99029
1267,6.6,84037
945,9.4,70093
1859,6.7,133209
1971,5.7,116248
1148,9.2,62383
1620,8.0,192600
770,7.2,91590
1954,8.6,102798
1173,9.2,103697
2350,8.9,28499
2257,7.0,69768
1216,7.4,71036
1233,5.3,121894
1096,9.8,60930
970,8.2,124442
2056,5.9,88420
1659,5.3,84817
1916,5.3,155811
908,8.2,95395
2035,5.8,82987
1635,9.8,161403
890,6.7,151191
2261,7.7,92075
2422,7.2,43996
1599,7.1,25803
2193,5.3,99682
1410,7.9,108655
789,7.0,79605
1355,5.5,68143
957,8.1,177618
1422,9.1,220052
2018,6.2,83629
1315,5.4,162381
1835,5.9,124109
1675,6.3,59192
1500,5.9,49329
1541,5.4,76915
882,8.8,101027
2043,5.7,238301
2414,8.2,143521
1243,7.0,139551
1439,9.0,85768
2479,6.3,252548
526,9.6,116048
1564,9.0,29834
844,6.4,120609
1677,5.6,79431
2369,8.9,194187
1684,9.6,177785
881,7.6,231560
695,6.9,114280
1349,7.1,75014
915,6.3,32244
696,8.1,130809
1807,8.9,194628
1036,5.4,31750
2466,5.9,72863
1473,5.6,158698
1111,8.5,70435
2450,7.5,70871
1772,8.3,69256
2081,6.0,172569
1129,5.0,105421
2149,7.9,280936
2021,9.3,244804
2075,9.1,116583
1663,6.6,44363
1363,8.2,103234
1897,5.9,241862
901,9.7,61352
1591,6.1,247449
1982,6.5,91517
1062,7.4,231797
503,5.3,29053
2254,5.6,38480
2422,5.9,49357
1941,5.7,100391
2048,5.0,72840
1192,5.9,265397
1700,9.4,92492
2267,10.0,110408
582,9.1,139699
1345,7.1,80747
1578,6.4,86520
1550,5.4,55997
2417,5.3,107119
1052,6.3,117336
645,6.0,164003
2262,8.6,109093
1775,7.8,60847
1682,9.2,64394
1402,9.9,56336
2089,5.4,151360
1367,6.6,108867
1213,8.5,163581
1683,9.3,111866
2130,7.1,56511
2122,9.1,40401
2139,5.0,130250
1174,6.2,41173
1954,9.2,69187
1601,7.7,80973
672,6.3,117099
1244,9.7,62738
588,8.6,120017
1112,5.3,146456
1405,8.2,116585
739,7.1,48908
1177,8.6,140368
1586,6.8,117338
849,9.8,25199
2449,7.7,101321
1028,8.6,86336
739,8.1,104654
2334,9.5,93107
517,6.1,113304
617,8.7,159382
1317,8.0,112099
1839,7.1,106493
740,8.4,76693
1076,8.5,145475
1643,9.6,79166
921,6.1,187864
2110,6.6,50080
1694,6.9,103470
1134,8.0,84323
1253,9.7,71020
1437,9.7,74489
2036,6.3,55564
1139,6.8,84737
1740,5.6,125029
629,5.1,93053
1201,7.2,116161
1105,7.7,96819
1551,7.4,21074
2003,6.0,131324
1205,9.9,58660
1392,6.1,132875
1075,9.4,74316
915,8.7,65320
2349,7.6,128941
2188,9.6,42409
1639,9.4,76564
2224,6.3,289808
1611,6.1,62042
2377,6.9,98976
1048,7.1,122469
2318,10.0,187847
670,9.1,157782
1580,5.7,128659
1241,6.6,61499
642,9.5,66190
1718,9.1,29153
1972,9.2,64431
736,7.9,330366
518,9.4,128575
1608,9.3,150066
1222,7.4,147214
1062,9.5,35538
1286,6.9,131200
728,8.9,65465
1486,9.7,239103
633,8.4,107447
575,8.1,56221
1040,5.2,123027
2199,7.3,117390
1308,9.1,89124
2493,9.0,251508
1705,6.9,100520
1875,7.4,348466
2272,7.5,132749
1742,5.1,63454
1436,7.7,102787
1240,9.1,19313
1559,6.1,129410
597,8.1,172013
2054,9.4,158074
2322,6.3,70476
1802,5.7,90948
715,6.0,238184
647,6.7,142525
1318,6.8,210001
973,6.0,124024
1322,6.4,269130
1945,9.4,44705
2050,9.5,79352
786,5.3,143377
967,7.5,40231
668,5.9,79846
1957,9.3,138782
580,7.9,199769
1208,9.1,305289
1625,8.6,230691
1578,8.1,238615
1120,5.1,98044
2261,9.7,69231
902,6.8,233794
1854,6.4,145411
1828,8.2,119952
2178,7.6,152045
2006,5.1,60657
2398,8.4,157794
1374,7.8,37836
2438,5.1,68797
1741,5.8,144648
2198,9.9,88724
2167,5.0,186244
1641,5.2,88469
1834,6.2,310111
1838,9.6,98560
1842,8.0,159392
1979,5.0,109927
1232,8.4,135881
1561,9.8,170048
1201,9.7,86374
1121,9.6,79277
1351,9.0,73902
1699,5.2,61896
1408,6.3,57201
943,9.2,72205
2151,7.9,45721
1455,9.9,76605
777,6.5,90927
1628,9.7,129674
1836,5.4,79647
2000,7.5,143268
2218,8.8,55944
1834,5.2,147714
2457,5.2,62923
943,6.5,195780
935,5.4,127106
2304,5.1,57038
1062,5.7,130998
2290,5.9,66589
1664,9.5,194996
1068,8.1,152454
1330,6.5,72614
1163,6.0,69406
1832,7.5,109931
2034,8.8,37793
910,8.0,273120
1877,6.2,105016
1289,7.7,231563
1156,9.1,120136
650,8.1,25404
1676,6.7,58557
540,8.2,78957
2064,8.5,22675
660,6.2,147152
1886,6.3,103466
2397,9.4,78287
1266,9.3,142221
800,6.1,82950
2005,9.7,124220
760,9.2,78087
2216,10.0,50319
1846,7.1,82880
1982,7.5,119491
1627,5.7,202791
615,8.8,203607
2193,6.9,76776
679,6.9,66728
856,5.6,135400
1360,5.3,123743
2205,6.4,109631
2060,8.2,153283
2089,9.6,96402
1515,7.3,158028
1204,9.4,45538
1753,9.0,115560
1155,7.6,136534
847,6.5,211480
1418,8.8,112194
1325,8.6,150077
1313,5.8,125806
1759,9.8,66045
2102,7.6,174743
2067,6.5,96725
700,9.2,61494
725,10.0,51504
2299,5.6,84676
2179,5.6,116829
928,6.3,253322
2073,9.3,307829
2396,6.5,74701
2111,5.3,77814
2443,8.8,153857
1201,5.2,53752
2053,9.0,67828
993,7.0,98247
698,9.9,171970
2340,7.8,143515
685,6.5,39901
2123,5.2,117566
2123,8.5,113872
1605,7.2,68525
1811,5.6,143796
997,9.7,267822
2179,8.6,92727
1923,10.0,87977
1861,9.3,71922
1263,8.9,31507
748,5.1,30492
1794,9.6,116151
779,6.1,71966
744,6.7,163401
1120,9.6,61330
793,8.0,214921
614,6.6,76932
1655,6.5,169028
1343,8.9,118035
863,5.5,113938
2420,9.6,109615
2282,6.1,27659
1682,9.8,67740
502,5.4,174654
1522,5.4,232730
1411,7.5,63711
731,6.6,116990
2371,5.2,105481
1598,9.3,161259
848,6.3,121460
2323,7.4,70644
2482,8.3,109579
2228,6.0,90547
960,6.4,218360
2084,9.7,140380
2141,6.7,119973
2029,7.7,102535
1517,8.7,106806
1549,8.5,54346
1557,6.3,70194
770,6.5,94729
2261,9.6,46286
884,6.9,166362
2359,6.1,185959
2248,6.3,124415
1731,7.8,69802
1595,5.7,220589
1255,9.2,80123
2205,9.1,116909
2246,5.4,43728
2310,9.0,64573
1827,6.1,117914
1687,6.3,152384
509,5.2,68312
1017,8.8,85129
1644,6.6,146496
650,5.8,120458
2084,6.5,306393
1648,5.6,119182
668,5.2,190595
1422,7.2,133627
1871,6.3,102896
1829,6.3,53828
548,7.8,229532
1837,7.8,50929
1402,6.0,119585
2344,7.6,94488
602,6.4,62316
1694,8.3,108014
776,9.1,137340
2465,6.1,51851
2495,6.8,158813
1869,5.8,272366
559,9.2,66656
1105,5.2,97650
1825,9.4,198520
2437,5.8,113590
2026,7.0,153445
1832,8.8,97324
2233,6.3,44666
768,9.8,296548
1109,9.6,89790
1346,5.6,146337
1281,8.8,99555
1340,8.2,153992
1399,9.5,103750
1929,5.3,88704
1801,7.4,118310
1983,5.5,171397
681,9.5,80403
1654,5.7,118077
2035,7.6,103534
1083,6.1,101905
979,7.8,182075
574,8.7,230990
2001,8.2,215816
726,5.2,83946
712,5.5,96785
856,5.8,82495
814,8.2,131731
1845,7.4,56604
2083,7.1,63776
868,6.4,68800
2292,9.0,45902
1465,6.4,87974
928,6.4,141156
924,9.0,72809
1485,7.6,74905
1281,5.5,83543
1746,8.1,74348
1529,9.0,221177
1635,6.9,188560
1197,5.2,63698
2410,5.4,80238
1314,5.2,161051
2268,5.5,130144
782,7.7,50319
2493,6.9,256545
1018,8.6,138961
2188,6.3,60037
1311,8.1,102110
2179,5.8,159317
1999,9.2,113026
1080,7.0,175703
1292,7.3,79945
655,8.2,78895
629,5.2,65331
2419,8.8,88502
1029,8.6,218753
1324,7.9,286960
2069,6.4,54703
2467,6.3,119409
2094,5.4,169745
1341,7.6,117185
1857,7.4,67488
2126,9.3,237063
1044,5.7,121918
932,6.2,147358
886,7.5,159954
758,5.4,112591
1983,9.2,51670
2488,6.7,54739
1683,6.0,93238
1709,6.7,84825
505,5.5,78450
692,9.7,66222
703,9.5,87393
905,5.1,293844
1941,6.3,89635
867,6.1,40827
2051,7.5,53958
1552,5.3,209986
2109,9.7,48509
2390,5.7,256412
896,5.3,54244
1851,6.3,58064
795,7.4,89637
1809,7.5,74071
750,9.4,89562
1597,9.1,199418
963,8.3,128887
506,6.3,72518
737,6.6,63237
1777,5.8,135732
1974,5.0,99662
2335,9.5,282892
1170,9.4,126107
1718,6.6,157203
1561,5.4,91180
1000,5.7,102489
994,9.8,220299
1120,8.5,83499
1635,6.1,72075
967,5.4,87037
1204,7.5,123099
2478,7.5,104913
1602,7.3,221690
2077,8.6,113653
2362,7.2,250419
1441,8.1,108412
2436,8.9,186753
2222,7.5,134362
2122,8.0,157702
1738,9.9,69203
1813,9.6,97206
2069,9.9,82737
1189,8.3,99693
1102,9.8,82795
721,7.0,174298
1174,7.1,270830
1095,9.1,68593
2058,6.2,67495
869,5.6,114616
1459,8.6,213578
905,9.1,212620
2052,7.4,56144
2115,8.0,81572
1396,6.2,69805
1842,9.6,134815
965,6.2,201072
2060,5.6,295447
970,7.9,76720
1268,9.5,125533
1852,7.6,253018
779,7.6,133162
621,7.1,91600
873,7.5,157559
1690,6.8,171584
2139,6.3,156785
1377,8.6,293023
1511,8.8,86508
1689,8.6,81412
1860,10.0,186673
631,8.3,112912
828,6.0,51942
1167,6.1,127418
2403,7.9,96844
990,5.2,205497
812,9.3,36123
2428,7.5,26530
2031,6.9,118399
1999,8.9,100255
1202,8.2,129800
604,8.2,165833
1313,8.4,84617
849,5.3,228358
1854,8.7,89402
1045,7.9,251892
1730,5.3,91223
610,7.8,178163
2362,5.9,110328
2081,8.4,80058
1020,5.1,81768
589,7.0,273957
2269,8.9,71171
2049,6.9,262050
1392,5.6,74346
2432,5.8,26055
1361,9.1,113953
2353,9.3,176525
1773,9.3,137979
945,6.7,232117
1792,8.5,130819
1549,9.1,245291
2367,9.4,121783
1974,8.5,145307
527,5.8,77107
720,6.4,67501
1412,9.3,67669
2384,6.4,100999
1686,9.4,57275
2115,5.8,116317
1403,9.8,72220
1182,8.9,48520
1817,9.2,91794
2094,6.2,148235
1850,8.4,63004
573,6.5,256279
1993,9.5,100220
1140,9.9,97614
1215,10.0,128100
1220,8.7,78590
501,8.1,56489
2279,5.1,145462
1412,8.6,114141
1064,5.2,122099
897,5.1,109552
831,6.6,57229
2021,6.8,174350
2012,5.7,131413
1888,7.3,109502
2061,7.4,29846
2317,5.1,155786
1787,7.4,84770
669,6.1,89112
2167,8.0,104744
2130,9.5,199544
1181,6.0,93564
1854,8.5,109257
2089,8.7,233827
1993,10.0,199622
1386,9.9,158846
2022,8.6,43785
513,8.3,101184
2467,7.2,89965
954,7.0,73352
2424,5.4,199823
841,6.5,77392
1178,8.2,75898
756,6.7,76715
1134,7.3,99717
514,7.4,181613
2356,6.3,109710
1271,6.8,195849
1151,5.8,125807
1996,9.6,104357
2382,9.7,176952
605,7.0,57405
1072,8.9,130621
1057,8.0,78485
2146,9.2,200595
2042,5.7,50119
867,7.6,78348
751,8.1,158752
2146,9.8,35696
1216,9.3,81558
2060,5.2,240445
2308,5.2,60197
1444,7.6,67887
1947,8.9,251281
889,7.1,266985
1435,6.1,129783
2334,8.6,79996
777,8.7,86496
820,5.7,114996
975,5.6,124110
895,6.2,99108
1858,6.8,141155
1203,7.7,71602
1286,7.3,99305
2172,6.4,268561
1555,7.0,101510
2253,6.3,270963
1577,8.2,79001
527,5.9,51039
2026,8.5,86750
1427,6.8,52962
2402,7.5,253468
2156,9.1,122016
2158,9.4,51691
2048,6.3,119127
741,7.6,190161
2069,6.3,241186
1017,7.6,103949
1509,7.4,199232
852,7.4,157050
1724,7.8,84353
2434,8.7,192697
1287,5.1,154367
674,7.7,305641
1813,6.9,337542
1062,5.3,82530
2037,7.7,183461
775,9.4,112033
1184,6.8,121109
924,5.5,208944
1189,6.8,60646
1645,7.0,83782
697,8.4,130792
1669,7.8,98316
709,5.6,157782
1158,5.2,54428
634,9.7,90867
2072,7.1,67221
2153,7.8,154303
1905,9.8,100244
562,7.0,135424
1802,9.5,61375
1918,8.7,113261
2032,5.1,114736
1041,6.4,48296
2325,7.7,205168
2495,6.4,44379
608,8.8,89555
990,9.5,186544
543,5.1,130260
2089,6.2,61880
944,6.0,185105
1856,5.8,60068
2241,7.9,152832
2186,9.7,163684
1966,5.3,51675
1569,9.7,270523
681,6.2,138679
2074,9.7,153448
916,6.3,99198
1268,7.8,108736
944,5.1,108349
1332,5.6,97976
2193,9.1,106852
1623,6.4,157337
624,6.4,119797
997,5.6,69161
839,5.6,138491
591,9.9,103654
2413,7.5,61991
927,7.4,81076
1198,8.5,84481
1846,7.7,31910
2362,9.8,103659
2082,8.8,241811
927,8.4,85528
2210,5.6,233646
1812,6.5,180558
1246,6.5,94791
2134,7.6,189914
2490,5.5,96777
825,8.1,29644
2386,5.7,191246
1718,7.9,74691
2392,9.9,94955
1951,7.3,174201
2406,9.8,110906
2483,9.5,129560
1431,8.0,56552
1960,7.0,82665
1328,9.7,57257
1295,6.4,156738
2296,9.4,105347
510,5.4,223454
2001,5.1,72740
602,5.9,107622
1927,6.8,150523
2230,9.1,134704
797,7.3,51843
2079,5.8,81429
1901,5.6,208862
1887,9.5,90374
2182,6.0,61463
1756,7.6,109194
835,6.1,170066
1041,8.1,130203
2185,7.0,92631
1041,9.3,124406
2045,7.4,81253
1911,8.4,94671
1563,5.7,104689
655,8.5,124477
1668,7.0,225013
1115,8.4,57156
1371,5.3,75630
2331,8.4,193038
2237,9.6,354091
1445,6.0,116471
1561,8.3,52386
1556,7.7,23595
838,5.6,123617
1739,5.6,294173
1615,6.4,158889
1474,5.5,92187
886,8.2,266476
1222,9.2,64951
733,5.1,173215
1669,9.5,114900
1882,9.2,65123
512,9.6,176135
2001,8.2,128894
1796,6.1,140129
1025,6.6,211366
1133,8.0,89067
2358,5.9,120608
2102,5.6,173641
1541,5.0,93978
2356,5.5,291451
2092,7.1,115058
1538,6.8,121394
2302,7.1,51431
1740,8.5,90064
2008,5.7,120867
1266,5.5,51975
1233,9.9,125213
2163,7.7,73632
2452,8.1,147336
1981,6.4,113940
2490,6.9,115793
2183,6.5,385250
665,5.2,97449
656,8.8,158205
1038,9.3,227940
1190,7.9,82774
1992,8.7,151102
589,6.2,135010
2338,8.6,99493
1211,8.6,104842
2238,8.0,77587
695,6.8,94792
1927,7.3,170382
1972,5.9,69714
651,8.0,61848
1890,6.5,65280
2051,8.7,67421
740,6.2,276843
1664,7.7,86366
1375,6.0,113593
2245,7.4,248477
2138,5.8,140516
1455,5.1,101660
2022,6.2,59401
1004,7.7,282872
1888,9.0,79004
1536,6.3,90214
1170,9.2,177517
1830,5.3,138067
909,7.9,175216
840,8.6,67149
1761,8.1,65086
2272,6.9,97236
1644,8.9,33499
2438,7.1,83973
1146,9.3,77052
1798,6.5,121702
1368,8.2,226834
1189,8.7,269663
1599,7.5,121309
927,9.5,81603
546,8.6,101849
2001,7.7,184180
624,7.9,117248
720,6.6,95725
2308,5.7,101075
690,7.3,138619
1590,9.7,138645
684,7.8,55621
2317,7.9,135303
1364,5.4,172436
1932,9.5,152590
2307,8.4,110412
1819,7.5,98339
1489,5.7,68002
1862,9.4,187944
1983,9.2,50316
608,7.7,104865
2315,7.9,79547
2161,8.2,48817
2400,8.9,60358
2044,7.0,36483
2409,9.4,34602
2248,9.1,183641
988,8.0,137861
2194,9.5,55797
2068,7.0,60447
1647,5.0,188935
910,8.1,74196
2310,6.8,171635
2397,5.9,71217
933,6.2,55275
937,9.7,63318
2253,8.2,102417
1577,8.0,145507
680,5.1,70110
731,5.8,171213
1603,9.2,84500
2135,9.7,156224
825,5.1,92098
2352,7.0,167891
2037,5.9,101538
865,9.5,156055
1379,6.9,97531
746,7.9,66041
633,8.3,78618
2329,8.4,63321
2090,5.7,171661
2090,5.3,65836
1130,7.5,27320
1002,5.8,135041
2412,9.8,113501
1122,6.1,84009
2244,7.4,202038
2450,8.4,157447
517,8.7,69117
2108,5.7,85916
922,9.3,208144
1453,6.8,201845
1609,6.8,70992
1864,7.5,78762
1031,7.5,124250
1803,5.6,79482
1604,7.3,139133
1484,5.1,220326
2347,6.1,56936
796,8.1,186597
1681,7.8,98276
1629,7.3,265980
1887,7.0,28831
1648,9.4,41710
1918,6.6,183499
869,8.1,106203
584,7.4,165971
2295,6.0,124861
1471,5.2,90314
2066,6.2,82549
1088,7.1,24960
1148,5.2,106178
1915,6.1,136353
825,5.1,140620
1299,8.0,261035
1022,6.5,119849
1785,7.7,58782
1815,6.5,77795
621,7.6,162430
2171,6.5,156099
1284,6.4,105660
871,6.8,100617
1790,8.8,85747
2223,9.5,103946
829,9.2,163429
1154,6.9,134989
955,5.3,232913
913,5.9,72913
2303,7.7,62004
2392,8.0,54572
1922,7.0,304083
1516,8.6,263203
2474,9.1,78835
700,9.0,91165
1708,5.6,141371
1629,6.5,176050
705,6.4,164808
1905,6.6,73825
904,7.7,56305
2187,7.5,95982
2393,6.7,139813
1589,6.5,103705
2327,7.9,90682
1567,7.0,71388
2444,9.1,96336
1288,8.4,128679
2329,7.8,109988
1914,7.5,146873
1945,5.9,165141
2251,7.8,77901
1019,8.6,94620
1503,9.9,162374
1202,5.8,85536
1060,10.0,132794
2084,9.0,51202
515,6.2,105407
2256,7.6,94037
527,9.1,206898
1421,5.0,243562
1458,8.8,51859
659,9.1,86795
1391,9.8,81483
1421,9.8,269686
1101,8.8,55579
2279,5.8,60607
697,8.4,131631
975,7.0,54944
2199,5.2,191195
2326,7.2,120333
2252,6.9,65699
979,8.0,64976
1382,6.4,209582
1653,9.9,145591
2086,8.7,291098
2425,8.7,196197
1557,5.9,186336
774,6.8,62080
1077,7.4,85101
964,7.3,149817
2292,6.1,73727
1846,9.7,95260
1302,5.1,59469
836,6.9,95741
636,6.5,99330
1878,5.7,169622
2084,5.6,34014
1365,8.1,48009
923,7.4,186879
1803,7.8,43587
963,8.2,296908
1056,9.1,185850
1822,6.7,171053
1909,5.8,149653
934,6.9,86772
2274,7.6,80745
1219,7.5,88333
1523,9.0,294564
1538,6.9,151837
2412,8.3,258351
968,5.6,93903
2205,8.5,129113
1310,6.3,86397
2132,9.4,124460
1536,9.8,149448
609,7.0,58804
1174,7.3,79567
739,7.1,92586
903,7.0,88553
1874,6.6,180911
2412,8.4,180125
2119,9.3,52185
1880,9.6,246154
575,6.8,57512
1519,6.4,170182
1950,9.5,40011
1763,5.6,112165
1210,9.0,118931
1293,6.9,163364
2382,7.5,131301
1488,8.3,68441
597,6.5,135907
654,8.9,99860
845,6.9,91537
916,6.8,167565
663,7.1,102636
1375,5.9,116030
2101,8.9,84644
1907,8.2,65082
2305,6.5,62534
1926,7.6,241137
1026,7.7,85906
1095,5.0,99399
1355,6.4,69551
1870,5.8,98388
1939,6.2,59613
1161,6.7,84934
1885,7.5,86399
1211,6.1,167659
724,8.4,101084
1144,6.9,32520
931,7.8,109024
1571,5.6,130052
2266,9.5,118889
1815,9.4,120628
688,5.2,74800
2149,8.1,64207
1345,8.3,133828
1969,7.7,79575
546,7.1,131921
2210,7.3,237422
1370,8.5,78318
524,7.0,108458
1293,5.8,263428
1625,6.3,46582
1506,8.4,169033
965,7.3,59167
1525,6.4,76863
1118,7.9,54769
1849,7.9,227468
1243,5.3,27385
1863,5.4,192062
519,8.3,84809
2253,6.9,129372
1170,7.5,61768
590,7.1,33922
847,9.3,127911
1880,7.1,132207
1914,5.5,60862
2424,9.0,30483
990,8.9,99046
877,6.1,126174
760,8.7,226713
2192,6.7,66662
1849,6.6,156202
2203,7.7,106445
1466,9.9,57527
1682,8.8,71613
1422,7.3,214057
1899,6.8,113033
904,5.3,83831
2201,9.8,130289
1131,5.8,128723
2281,6.6,197237
785,9.9,49680
1427,6.2,79494
1572,8.5,120305
2305,9.0,109402
593,7.2,131199
1319,8.3,89303
1303,6.8,152868
2414,8.6,77521
1248,9.0,140909
1780,9.1,156224
1867,9.6,98611
2455,5.6,129667
1222,6.3,143589
2329,7.7,102918
1375,6.2,233285
1559,9.8,161043
1574,6.9,184501
585,6.2,77968
2096,7.4,251626
1501,8.3,93801
1067,8.8,85270
2064,9.8,116844
1669,5.3,115484
920,8.1,215938
1000,6.1,112832
700,7.9,375327
1081,7.9,167432
2132,7.4,117408
2292,6.0,76644
1105,9.2,80930
1268,9.5,96017
1703,6.8,85062
2431,6.2,123126
1037,9.8,131093
1352,8.1,110151
1356,8.8,120418
784,6.7,135377
2222,8.0,87833
1915,9.8,227660
850,8.8,133632
1560,7.4,78480
821,9.3,206088
1912,8.2,153198
612,7.8,92186
2331,9.4,123240
2245,5.3,77013
928,7.0,79315
1156,8.6,82499
638,9.4,89597
660,9.8,79127
1872,8.7,181523
1042,8.8,136263
1113,8.0,83502
1701,5.6,80445
1314,5.9,129262
1885,5.1,318729
1752,6.7,42907
2175,7.9,35590
1405,6.4,201427
2015,7.1,206878
631,8.4,59555
1730,6.9,40698
2272,7.0,60205
743,5.1,153723
513,6.5,185811
996,8.1,49147
2332,5.2,102077
889,5.4,62401
1821,8.7,107823
539,6.3,91347
1996,9.0,51459
1229,9.3,81873
1214,5.3,83272
781,5.1,116075
1044,7.7,89742
1070,8.1,72250
905,5.5,89161
628,9.1,248371
1603,7.7,237882
2420,5.4,234093
557,8.1,69998
2297,9.4,92320
1420,7.8,61179
1250,9.0,61702
734,8.0,85122
1718,8.4,78254
1398,5.8,70895
1138,6.9,199927
1109,8.8,170229
1099,9.3,154419
2247,7.3,162643
942,8.7,268185
1397,7.6,180863
1626,5.8,34377
2186,7.5,66309
2125,6.0,151661
2077,9.0,169405
1015,5.0,72571
2290,8.6,240989
1578,9.3,44658
2101,9.5,51559
1760,7.2,165686
876,8.0,105339
2126,8.9,209800
933,6.8,118780
