company_size,salary_usd,benefits_score,company_size_encoded
L,133498,9.6,0
M,168321,7.9,1
M,128450,6.2,1
M,71869,7.9,1
M,86340,5.0,1
M,73047,8.6,1
L,125916,9.1,0
M,107722,5.2,1
M,100220,9.7,1
S,141420,9.3,2
S,43276,6.5,2
S,101313,9.9,2
L,238881,7.5,0
M,144471,6.0,1
M,71781,5.9,1
M,34334,5.8,1
L,59699,9.8,0
L,74398,6.5,0
L,114132,7.8,0
L,82988,5.3,0
M,129184,8.1,1
S,122761,9.1,2
S,176080,7.3,2
L,132322,6.5,0
S,220734,8.8,2
S,210396,5.2,2
L,178095,5.7,0
S,130897,5.1,2
L,278652,5.7,0
L,241681,6.3,0
S,108165,7.7,2
M,37809,9.4,1
L,59161,9.8,0
M,65717,8.9,1
M,131415,9.2,1
S,165177,8.6,2
L,134710,5.9,0
L,132331,6.0,0
S,25085,5.2,2
M,81436,8.4,1
M,121581,9.7,1
M,85043,8.0,1
L,77847,7.1,0
M,112294,7.4,1
M,118482,7.6,1
M,76423,8.7,1
S,66969,8.5,2
L,88996,8.4,0
L,67741,8.6,0
M,104123,5.4,1
S,52117,8.5,2
L,107002,9.9,0
S,171421,7.3,2
M,102160,9.4,1
M,78797,9.2,1
M,143483,6.2,1
L,224567,7.0,0
L,141545,7.8,0
M,56427,6.1,1
S,90510,7.2,2
S,158669,7.8,2
S,74539,5.1,2
S,124395,9.2,2
M,174114,7.0,1
M,321202,9.8,1
S,73469,8.2,2
L,142197,7.3,0
S,157699,7.9,2
S,101213,5.1,2
S,84729,9.3,2
M,87739,10.0,1
M,30121,8.1,1
S,100916,5.6,2
S,55277,6.9,2
L,113420,7.3,0
M,50194,8.1,1
L,98859,9.2,0
M,195373,7.2,1
M,150038,5.8,1
S,46960,9.1,2
L,256508,7.0,0
L,123766,5.9,0
L,138655,6.2,0
M,112307,9.4,1
L,75008,8.0,0
S,72038,5.3,2
M,141038,7.3,1
S,113496,8.3,2
S,100144,5.8,2
M,210470,8.3,1
S,66974,7.4,2
L,137007,6.7,0
S,80135,8.8,2
M,158546,9.9,1
M,194317,7.2,1
M,83493,6.9,1
L,104222,5.3,0
L,49854,6.9,0
M,158519,9.8,1
L,180734,6.3,0
L,261993,5.4,0
M,98054,9.8,1
M,82903,8.2,1
L,121557,8.2,0
S,172640,6.7,2
M,122704,9.2,1
S,60832,5.8,2
L,134265,7.2,0
S,65618,5.4,2
S,104745,9.3,2
S,53253,9.0,2
S,166691,7.0,2
M,146267,7.0,1
M,97969,9.7,1
M,206614,6.2,1
M,78327,5.7,1
L,70510,7.1,0
M,41791,9.7,1
L,115800,7.9,0
L,113860,8.5,0
L,181595,8.7,0
L,157567,5.6,0
L,124885,9.2,0
S,123910,8.0,2
L,137838,7.8,0
M,313735,6.7,1
M,96380,9.0,1
M,63171,8.8,1
S,123969,9.8,2
M,54611,9.0,1
L,119705,7.2,0
S,173697,8.2,2
L,144553,5.8,0
S,76409,8.3,2
M,105022,8.4,1
L,147919,7.6,0
L,105054,5.3,0
S,168883,5.5,2
S,54905,6.6,2
M,73214,8.6,1
S,75589,7.2,2
M,104795,6.6,1
S,19456,9.7,2
S,212599,10.0,2
M,63226,6.7,1
L,188891,5.8,0
S,45335,6.3,2
M,114078,6.5,1
L,221905,5.9,0
M,34898,7.1,1
L,288283,7.1,0
M,75188,9.0,1
S,87149,7.4,2
S,91150,7.0,2
S,126040,9.9,2
L,187737,7.0,0
M,125535,7.7,1
L,373536,9.4,0
M,100732,10.0,1
L,212371,9.5,0
L,65466,8.2,0
M,109204,5.3,1
S,72736,8.9,2
M,20520,8.9,1
M,158930,7.9,1
M,76074,6.0,1
S,59343,8.2,2
S,104447,8.4,2
M,43120,8.9,1
L,219852,6.6,0
S,40164,5.9,2
S,164110,7.8,2
S,33846,6.8,2
L,126266,6.6,0
L,98327,5.1,0
S,77366,5.6,2
S,76129,7.8,2
L,134331,10.0,0
M,56083,6.4,1
S,147444,5.6,2
S,92983,7.8,2
L,83859,8.2,0
M,84786,9.2,1
S,154829,5.4,2
S,216967,8.6,2
L,90170,5.6,0
M,59279,9.2,1
L,85165,6.6,0
S,58417,8.4,2
M,160456,5.4,1
S,29590,5.4,2
S,242489,5.8,2
S,136042,8.7,2
M,104200,6.3,1
L,137878,7.2,0
M,187710,7.4,1
M,50439,7.7,1
L,29300,8.5,0
S,93689,8.3,2
M,182500,9.6,1
L,149041,7.2,0
S,43748,9.5,2
S,54185,6.8,2
M,69436,8.4,1
L,103188,5.6,0
L,116739,6.3,0
M,73367,6.3,1
S,72979,6.5,2
M,193939,8.6,1
M,151333,5.8,1
S,63229,9.8,2
S,188397,9.6,2
M,102987,6.5,1
L,226210,5.6,0
S,18309,7.6,2
S,210459,6.9,2
M,70962,5.3,1
S,71103,8.7,2
M,94344,8.1,1
M,31310,6.8,1
L,186865,8.0,0
S,22689,5.1,2
M,71875,8.7,1
M,91093,7.4,1
S,59983,9.6,2
M,315917,7.4,1
S,49015,5.1,2
M,45174,5.7,1
L,124375,6.1,0
M,24919,7.3,1
M,103196,8.0,1
M,101200,6.9,1
L,146547,6.9,0
L,72296,9.8,0
S,63430,6.9,2
L,266480,6.4,0
S,115622,7.9,2
L,59313,7.3,0
L,106901,5.8,0
S,179377,6.3,2
M,98356,6.0,1
L,143818,8.0,0
L,148765,6.4,0
S,88116,6.7,2
S,49914,6.9,2
L,39015,6.3,0
L,88810,9.9,0
L,224663,9.9,0
L,63881,9.4,0
M,95307,8.5,1
L,102086,8.2,0
M,97103,8.3,1
M,174876,7.3,1
M,77585,5.5,1
M,83753,5.8,1
S,191492,7.3,2
M,71219,9.4,1
L,143605,6.8,0
L,261388,10.0,0
L,115250,8.9,0
M,214259,6.8,1
S,50907,6.2,2
S,157211,8.1,2
M,110447,6.9,1
L,108700,8.3,0
L,67170,6.6,0
S,45079,6.0,2
S,97906,5.6,2
S,88189,7.3,2
M,103595,6.9,1
S,113624,7.2,2
M,134364,7.7,1
S,143237,6.6,2
L,61187,7.9,0
M,64608,8.1,1
L,311834,7.6,0
M,127894,8.3,1
S,75336,9.7,2
S,66416,8.4,2
S,49315,6.7,2
S,130837,7.6,2
S,93179,5.8,2
L,88696,5.3,0
S,125978,9.5,2
M,73015,5.7,1
S,89921,5.3,2
S,145615,5.3,2
L,72798,8.1,0
S,202771,8.1,2
S,101963,8.7,2
L,131393,7.3,0
L,216001,7.9,0
S,165488,5.0,2
L,279330,5.4,0
M,120176,8.9,1
M,242800,8.7,1
S,135978,9.8,2
L,233643,9.4,0
M,63249,6.0,1
L,89516,9.7,0
M,176954,6.0,1
L,55961,8.7,0
M,132864,5.8,1
M,104418,5.3,1
M,80490,9.8,1
L,85744,7.8,0
S,101111,8.8,2
L,195573,6.4,0
M,136148,8.4,1
L,108512,9.3,0
S,216695,7.0,2
S,169781,8.6,2
L,306082,8.5,0
S,82438,5.2,2
M,57552,7.6,1
M,54111,9.3,1
M,139157,9.7,1
M,84808,5.7,1
M,141179,6.3,1
L,318090,6.0,0
L,130980,10.0,0
S,134292,8.4,2
M,137679,8.3,1
M,179453,8.9,1
M,118618,7.8,1
L,154250,9.0,0
M,63563,5.7,1
S,199854,5.3,2
L,123361,8.9,0
S,103643,8.8,2
M,61632,6.5,1
M,64782,8.1,1
L,160583,8.0,0
M,259300,5.3,1
M,99029,9.3,1
L,84037,6.6,0
L,70093,9.4,0
M,133209,6.7,1
M,116248,5.7,1
M,62383,9.2,1
S,192600,8.0,2
M,91590,7.2,1
L,102798,8.6,0
M,103697,9.2,1
S,28499,8.9,2
L,69768,7.0,0
S,71036,7.4,2
S,121894,5.3,2
S,60930,9.8,2
M,124442,8.2,1
L,88420,5.9,0
L,84817,5.3,0
M,155811,5.3,1
M,95395,8.2,1
S,82987,5.8,2
M,161403,9.8,1
S,151191,6.7,2
S,92075,7.7,2
S,43996,7.2,2
M,25803,7.1,1
L,99682,5.3,0
L,108655,7.9,0
M,79605,7.0,1
M,68143,5.5,1
S,177618,8.1,2
L,220052,9.1,0
M,83629,6.2,1
L,162381,5.4,0
M,124109,5.9,1
M,59192,6.3,1
M,49329,5.9,1
M,76915,5.4,1
M,101027,8.8,1
S,238301,5.7,2
L,143521,8.2,0
L,139551,7.0,0
L,85768,9.0,0
L,252548,6.3,0
L,116048,9.6,0
L,29834,9.0,0
S,120609,6.4,2
L,79431,5.6,0
S,194187,8.9,2
S,177785,9.6,2
L,231560,7.6,0
M,114280,6.9,1
S,75014,7.1,2
L,32244,6.3,0
L,130809,8.1,0
M,194628,8.9,1
M,31750,5.4,1
S,72863,5.9,2
M,158698,5.6,1
L,70435,8.5,0
M,70871,7.5,1
L,69256,8.3,0
M,172569,6.0,1
M,105421,5.0,1
L,280936,7.9,0
S,244804,9.3,2
S,116583,9.1,2
M,44363,6.6,1
S,103234,8.2,2
M,241862,5.9,1
L,61352,9.7,0
M,247449,6.1,1
S,91517,6.5,2
L,231797,7.4,0
L,29053,5.3,0
L,38480,5.6,0
S,49357,5.9,2
M,100391,5.7,1
S,72840,5.0,2
L,265397,5.9,0
L,92492,9.4,0
S,110408,10.0,2
M,139699,9.1,1
S,80747,7.1,2
S,86520,6.4,2
M,55997,5.4,1
M,107119,5.3,1
S,117336,6.3,2
S,164003,6.0,2
L,109093,8.6,0
M,60847,7.8,1
S,64394,9.2,2
M,56336,9.9,1
M,151360,5.4,1
M,108867,6.6,1
L,163581,8.5,0
M,111866,9.3,1
L,56511,7.1,0
L,40401,9.1,0
L,130250,5.0,0
S,41173,6.2,2
S,69187,9.2,2
S,80973,7.7,2
M,117099,6.3,1
S,62738,9.7,2
L,120017,8.6,0
L,146456,5.3,0
M,116585,8.2,1
M,48908,7.1,1
M,140368,8.6,1
L,117338,6.8,0
M,25199,9.8,1
M,101321,7.7,1
S,86336,8.6,2
L,104654,8.1,0
L,93107,9.5,0
S,113304,6.1,2
M,159382,8.7,1
M,112099,8.0,1
M,106493,7.1,1
M,76693,8.4,1
L,145475,8.5,0
L,79166,9.6,0
M,187864,6.1,1
S,50080,6.6,2
L,103470,6.9,0
M,84323,8.0,1
S,71020,9.7,2
M,74489,9.7,1
M,55564,6.3,1
S,84737,6.8,2
M,125029,5.6,1
S,93053,5.1,2
S,116161,7.2,2
S,96819,7.7,2
M,21074,7.4,1
M,131324,6.0,1
M,58660,9.9,1
L,132875,6.1,0
S,74316,9.4,2
S,65320,8.7,2
L,128941,7.6,0
M,42409,9.6,1
S,76564,9.4,2
L,289808,6.3,0
M,62042,6.1,1
M,98976,6.9,1
M,122469,7.1,1
M,187847,10.0,1
S,157782,9.1,2
S,128659,5.7,2
M,61499,6.6,1
L,66190,9.5,0
M,29153,9.1,1
S,64431,9.2,2
L,330366,7.9,0
M,128575,9.4,1
M,150066,9.3,1
L,147214,7.4,0
M,35538,9.5,1
S,131200,6.9,2
M,65465,8.9,1
M,239103,9.7,1
S,107447,8.4,2
S,56221,8.1,2
L,123027,5.2,0
S,117390,7.3,2
L,89124,9.1,0
L,251508,9.0,0
L,100520,6.9,0
M,348466,7.4,1
S,132749,7.5,2
M,63454,5.1,1
M,102787,7.7,1
M,19313,9.1,1
M,129410,6.1,1
L,172013,8.1,0
S,158074,9.4,2
S,70476,6.3,2
L,90948,5.7,0
M,238184,6.0,1
M,142525,6.7,1
S,210001,6.8,2
L,124024,6.0,0
M,269130,6.4,1
M,44705,9.4,1
M,79352,9.5,1
M,143377,5.3,1
M,40231,7.5,1
M,79846,5.9,1
S,138782,9.3,2
S,199769,7.9,2
L,305289,9.1,0
M,230691,8.6,1
L,238615,8.1,0
S,98044,5.1,2
S,69231,9.7,2
L,233794,6.8,0
S,145411,6.4,2
S,119952,8.2,2
S,152045,7.6,2
L,60657,5.1,0
L,157794,8.4,0
L,37836,7.8,0
S,68797,5.1,2
L,144648,5.8,0
L,88724,9.9,0
S,186244,5.0,2
S,88469,5.2,2
L,310111,6.2,0
S,98560,9.6,2
M,159392,8.0,1
S,109927,5.0,2
S,135881,8.4,2
S,170048,9.8,2
M,86374,9.7,1
S,79277,9.6,2
S,73902,9.0,2
M,61896,5.2,1
L,57201,6.3,0
M,72205,9.2,1
S,45721,7.9,2
M,76605,9.9,1
L,90927,6.5,0
L,129674,9.7,0
L,79647,5.4,0
L,143268,7.5,0
S,55944,8.8,2
M,147714,5.2,1
L,62923,5.2,0
S,195780,6.5,2
S,127106,5.4,2
L,57038,5.1,0
L,130998,5.7,0
S,66589,5.9,2
L,194996,9.5,0
L,152454,8.1,0
S,72614,6.5,2
L,69406,6.0,0
S,109931,7.5,2
M,37793,8.8,1
L,273120,8.0,0
M,105016,6.2,1
M,231563,7.7,1
M,120136,9.1,1
L,25404,8.1,0
M,58557,6.7,1
L,78957,8.2,0
L,22675,8.5,0
S,147152,6.2,2
M,103466,6.3,1
M,78287,9.4,1
M,142221,9.3,1
L,82950,6.1,0
L,124220,9.7,0
L,78087,9.2,0
S,50319,10.0,2
S,82880,7.1,2
L,119491,7.5,0
L,202791,5.7,0
M,203607,8.8,1
L,76776,6.9,0
S,66728,6.9,2
S,135400,5.6,2
S,123743,5.3,2
S,109631,6.4,2
L,153283,8.2,0
M,96402,9.6,1
L,158028,7.3,0
S,45538,9.4,2
L,115560,9.0,0
M,136534,7.6,1
S,211480,6.5,2
S,112194,8.8,2
M,150077,8.6,1
S,125806,5.8,2
S,66045,9.8,2
S,174743,7.6,2
L,96725,6.5,0
S,61494,9.2,2
M,51504,10.0,1
L,84676,5.6,0
S,116829,5.6,2
M,253322,6.3,1
L,307829,9.3,0
L,74701,6.5,0
S,77814,5.3,2
L,153857,8.8,0
S,53752,5.2,2
S,67828,9.0,2
S,98247,7.0,2
M,171970,9.9,1
S,143515,7.8,2
S,39901,6.5,2
S,117566,5.2,2
M,113872,8.5,1
L,68525,7.2,0
L,143796,5.6,0
M,267822,9.7,1
M,92727,8.6,1
L,87977,10.0,0
S,71922,9.3,2
L,31507,8.9,0
M,30492,5.1,1
M,116151,9.6,1
M,71966,6.1,1
L,163401,6.7,0
M,61330,9.6,1
S,214921,8.0,2
M,76932,6.6,1
S,169028,6.5,2
L,118035,8.9,0
M,113938,5.5,1
S,109615,9.6,2
M,27659,6.1,1
S,67740,9.8,2
L,174654,5.4,0
M,232730,5.4,1
S,63711,7.5,2
M,116990,6.6,1
L,105481,5.2,0
M,161259,9.3,1
L,121460,6.3,0
M,70644,7.4,1
M,109579,8.3,1
S,90547,6.0,2
L,218360,6.4,0
M,140380,9.7,1
L,119973,6.7,0
S,102535,7.7,2
L,106806,8.7,0
S,54346,8.5,2
L,70194,6.3,0
S,94729,6.5,2
S,46286,9.6,2
L,166362,6.9,0
S,185959,6.1,2
M,124415,6.3,1
S,69802,7.8,2
S,220589,5.7,2
S,80123,9.2,2
S,116909,9.1,2
S,43728,5.4,2
L,64573,9.0,0
S,117914,6.1,2
L,152384,6.3,0
M,68312,5.2,1
M,85129,8.8,1
S,146496,6.6,2
M,120458,5.8,1
M,306393,6.5,1
M,119182,5.6,1
S,190595,5.2,2
M,133627,7.2,1
S,102896,6.3,2
S,53828,6.3,2
L,229532,7.8,0
L,50929,7.8,0
S,119585,6.0,2
M,94488,7.6,1
S,62316,6.4,2
L,108014,8.3,0
M,137340,9.1,1
M,51851,6.1,1
S,158813,6.8,2
M,272366,5.8,1
S,66656,9.2,2
M,97650,5.2,1
L,198520,9.4,0
M,113590,5.8,1
S,153445,7.0,2
L,97324,8.8,0
S,44666,6.3,2
M,296548,9.8,1
L,89790,9.6,0
M,146337,5.6,1
S,99555,8.8,2
M,153992,8.2,1
S,103750,9.5,2
L,88704,5.3,0
L,118310,7.4,0
S,171397,5.5,2
M,80403,9.5,1
S,118077,5.7,2
M,103534,7.6,1
M,101905,6.1,1
L,182075,7.8,0
M,230990,8.7,1
S,215816,8.2,2
L,83946,5.2,0
S,96785,5.5,2
M,82495,5.8,1
L,131731,8.2,0
M,56604,7.4,1
S,63776,7.1,2
M,68800,6.4,1
S,45902,9.0,2
S,87974,6.4,2
M,141156,6.4,1
M,72809,9.0,1
M,74905,7.6,1
L,83543,5.5,0
L,74348,8.1,0
M,221177,9.0,1
S,188560,6.9,2
M,63698,5.2,1
L,80238,5.4,0
L,161051,5.2,0
S,130144,5.5,2
S,50319,7.7,2
L,256545,6.9,0
L,138961,8.6,0
L,60037,6.3,0
M,102110,8.1,1
L,159317,5.8,0
S,113026,9.2,2
S,175703,7.0,2
S,79945,7.3,2
L,78895,8.2,0
S,65331,5.2,2
L,88502,8.8,0
M,218753,8.6,1
L,286960,7.9,0
M,54703,6.4,1
L,119409,6.3,0
M,169745,5.4,1
L,117185,7.6,0
L,67488,7.4,0
L,237063,9.3,0
L,121918,5.7,0
S,147358,6.2,2
M,159954,7.5,1
M,112591,5.4,1
M,51670,9.2,1
S,54739,6.7,2
S,93238,6.0,2
L,84825,6.7,0
S,78450,5.5,2
L,66222,9.7,0
S,87393,9.5,2
L,293844,5.1,0
S,89635,6.3,2
M,40827,6.1,1
L,53958,7.5,0
S,209986,5.3,2
S,48509,9.7,2
L,256412,5.7,0
M,54244,5.3,1
S,58064,6.3,2
S,89637,7.4,2
S,74071,7.5,2
L,89562,9.4,0
L,199418,9.1,0
M,128887,8.3,1
S,72518,6.3,2
S,63237,6.6,2
S,135732,5.8,2
M,99662,5.0,1
L,282892,9.5,0
L,126107,9.4,0
M,157203,6.6,1
M,91180,5.4,1
M,102489,5.7,1
L,220299,9.8,0
M,83499,8.5,1
M,72075,6.1,1
M,87037,5.4,1
S,123099,7.5,2
S,104913,7.5,2
L,221690,7.3,0
S,113653,8.6,2
L,250419,7.2,0
S,108412,8.1,2
S,186753,8.9,2
L,134362,7.5,0
S,157702,8.0,2
M,69203,9.9,1
M,97206,9.6,1
L,82737,9.9,0
S,99693,8.3,2
L,82795,9.8,0
M,174298,7.0,1
M,270830,7.1,1
M,68593,9.1,1
S,67495,6.2,2
M,114616,5.6,1
M,213578,8.6,1
L,212620,9.1,0
M,56144,7.4,1
L,81572,8.0,0
S,69805,6.2,2
S,134815,9.6,2
S,201072,6.2,2
L,295447,5.6,0
M,76720,7.9,1
S,125533,9.5,2
L,253018,7.6,0
S,133162,7.6,2
L,91600,7.1,0
L,157559,7.5,0
M,171584,6.8,1
M,156785,6.3,1
M,293023,8.6,1
L,86508,8.8,0
S,81412,8.6,2
S,186673,10.0,2
L,112912,8.3,0
M,51942,6.0,1
M,127418,6.1,1
L,96844,7.9,0
M,205497,5.2,1
S,36123,9.3,2
S,26530,7.5,2
L,118399,6.9,0
M,100255,8.9,1
L,129800,8.2,0
L,165833,8.2,0
L,84617,8.4,0
M,228358,5.3,1
S,89402,8.7,2
L,251892,7.9,0
L,91223,5.3,0
L,178163,7.8,0
M,110328,5.9,1
L,80058,8.4,0
L,81768,5.1,0
L,273957,7.0,0
S,71171,8.9,2
M,262050,6.9,1
S,74346,5.6,2
M,26055,5.8,1
L,113953,9.1,0
L,176525,9.3,0
S,137979,9.3,2
M,232117,6.7,1
M,130819,8.5,1
M,245291,9.1,1
M,121783,9.4,1
S,145307,8.5,2
M,77107,5.8,1
S,67501,6.4,2
M,67669,9.3,1
L,100999,6.4,0
L,57275,9.4,0
S,116317,5.8,2
S,72220,9.8,2
L,48520,8.9,0
S,91794,9.2,2
L,148235,6.2,0
S,63004,8.4,2
L,256279,6.5,0
M,100220,9.5,1
S,97614,9.9,2
S,128100,10.0,2
M,78590,8.7,1
S,56489,8.1,2
S,145462,5.1,2
M,114141,8.6,1
S,122099,5.2,2
M,109552,5.1,1
S,57229,6.6,2
M,174350,6.8,1
L,131413,5.7,0
S,109502,7.3,2
S,29846,7.4,2
M,155786,5.1,1
M,84770,7.4,1
S,89112,6.1,2
L,104744,8.0,0
S,199544,9.5,2
S,93564,6.0,2
M,109257,8.5,1
L,233827,8.7,0
L,199622,10.0,0
S,158846,9.9,2
S,43785,8.6,2
S,101184,8.3,2
L,89965,7.2,0
L,73352,7.0,0
L,199823,5.4,0
M,77392,6.5,1
M,75898,8.2,1
L,76715,6.7,0
M,99717,7.3,1
L,181613,7.4,0
L,109710,6.3,0
L,195849,6.8,0
L,125807,5.8,0
M,104357,9.6,1
S,176952,9.7,2
M,57405,7.0,1
S,130621,8.9,2
L,78485,8.0,0
M,200595,9.2,1
M,50119,5.7,1
L,78348,7.6,0
L,158752,8.1,0
L,35696,9.8,0
S,81558,9.3,2
L,240445,5.2,0
M,60197,5.2,1
M,67887,7.6,1
L,251281,8.9,0
L,266985,7.1,0
L,129783,6.1,0
L,79996,8.6,0
S,86496,8.7,2
L,114996,5.7,0
L,124110,5.6,0
S,99108,6.2,2
L,141155,6.8,0
M,71602,7.7,1
L,99305,7.3,0
L,268561,6.4,0
L,101510,7.0,0
L,270963,6.3,0
S,79001,8.2,2
S,51039,5.9,2
L,86750,8.5,0
M,52962,6.8,1
M,253468,7.5,1
L,122016,9.1,0
S,51691,9.4,2
S,119127,6.3,2
S,190161,7.6,2
S,241186,6.3,2
M,103949,7.6,1
M,199232,7.4,1
S,157050,7.4,2
S,84353,7.8,2
S,192697,8.7,2
L,154367,5.1,0
S,305641,7.7,2
L,337542,6.9,0
M,82530,5.3,1
L,183461,7.7,0
M,112033,9.4,1
L,121109,6.8,0
S,208944,5.5,2
L,60646,6.8,0
M,83782,7.0,1
S,130792,8.4,2
M,98316,7.8,1
M,157782,5.6,1
M,54428,5.2,1
L,90867,9.7,0
S,67221,7.1,2
M,154303,7.8,1
S,100244,9.8,2
S,135424,7.0,2
S,61375,9.5,2
L,113261,8.7,0
S,114736,5.1,2
M,48296,6.4,1
L,205168,7.7,0
S,44379,6.4,2
L,89555,8.8,0
L,186544,9.5,0
M,130260,5.1,1
S,61880,6.2,2
M,185105,6.0,1
M,60068,5.8,1
L,152832,7.9,0
L,163684,9.7,0
M,51675,5.3,1
S,270523,9.7,2
M,138679,6.2,1
S,153448,9.7,2
M,99198,6.3,1
S,108736,7.8,2
S,108349,5.1,2
M,97976,5.6,1
L,106852,9.1,0
S,157337,6.4,2
L,119797,6.4,0
M,69161,5.6,1
M,138491,5.6,1
M,103654,9.9,1
S,61991,7.5,2
L,81076,7.4,0
S,84481,8.5,2
S,31910,7.7,2
L,103659,9.8,0
L,241811,8.8,0
M,85528,8.4,1
M,233646,5.6,1
M,180558,6.5,1
L,94791,6.5,0
M,189914,7.6,1
L,96777,5.5,0
L,29644,8.1,0
L,191246,5.7,0
L,74691,7.9,0
L,94955,9.9,0
M,174201,7.3,1
M,110906,9.8,1
S,129560,9.5,2
M,56552,8.0,1
L,82665,7.0,0
S,57257,9.7,2
S,156738,6.4,2
S,105347,9.4,2
S,223454,5.4,2
M,72740,5.1,1
L,107622,5.9,0
S,150523,6.8,2
L,134704,9.1,0
S,51843,7.3,2
M,81429,5.8,1
L,208862,5.6,0
S,90374,9.5,2
S,61463,6.0,2
M,109194,7.6,1
S,170066,6.1,2
M,130203,8.1,1
M,92631,7.0,1
S,124406,9.3,2
M,81253,7.4,1
M,94671,8.4,1
M,104689,5.7,1
L,124477,8.5,0
S,225013,7.0,2
M,57156,8.4,1
S,75630,5.3,2
M,193038,8.4,1
L,354091,9.6,0
L,116471,6.0,0
M,52386,8.3,1
S,23595,7.7,2
S,123617,5.6,2
L,294173,5.6,0
L,158889,6.4,0
S,92187,5.5,2
L,266476,8.2,0
S,64951,9.2,2
M,173215,5.1,1
M,114900,9.5,1
S,65123,9.2,2
S,176135,9.6,2
M,128894,8.2,1
M,140129,6.1,1
S,211366,6.6,2
M,89067,8.0,1
S,120608,5.9,2
S,173641,5.6,2
L,93978,5.0,0
S,291451,5.5,2
L,115058,7.1,0
M,121394,6.8,1
L,51431,7.1,0
M,90064,8.5,1
S,120867,5.7,2
S,51975,5.5,2
S,125213,9.9,2
L,73632,7.7,0
L,147336,8.1,0
S,113940,6.4,2
M,115793,6.9,1
L,385250,6.5,0
L,97449,5.2,0
L,158205,8.8,0
L,227940,9.3,0
L,82774,7.9,0
S,151102,8.7,2
M,135010,6.2,1
S,99493,8.6,2
L,104842,8.6,0
L,77587,8.0,0
L,94792,6.8,0
L,170382,7.3,0
M,69714,5.9,1
L,61848,8.0,0
M,65280,6.5,1
S,67421,8.7,2
M,276843,6.2,1
S,86366,7.7,2
M,113593,6.0,1
L,248477,7.4,0
M,140516,5.8,1
M,101660,5.1,1
S,59401,6.2,2
L,282872,7.7,0
S,79004,9.0,2
L,90214,6.3,0
S,177517,9.2,2
S,138067,5.3,2
L,175216,7.9,0
M,67149,8.6,1
L,65086,8.1,0
S,97236,6.9,2
L,33499,8.9,0
S,83973,7.1,2
S,77052,9.3,2
M,121702,6.5,1
L,226834,8.2,0
L,269663,8.7,0
L,121309,7.5,0
S,81603,9.5,2
S,101849,8.6,2
L,184180,7.7,0
L,117248,7.9,0
S,95725,6.6,2
M,101075,5.7,1
M,138619,7.3,1
L,138645,9.7,0
M,55621,7.8,1
L,135303,7.9,0
L,172436,5.4,0
M,152590,9.5,1
L,110412,8.4,0
S,98339,7.5,2
M,68002,5.7,1
S,187944,9.4,2
S,50316,9.2,2
M,104865,7.7,1
S,79547,7.9,2
S,48817,8.2,2
M,60358,8.9,1
M,36483,7.0,1
S,34602,9.4,2
S,183641,9.1,2
M,137861,8.0,1
S,55797,9.5,2
L,60447,7.0,0
L,188935,5.0,0
L,74196,8.1,0
S,171635,6.8,2
M,71217,5.9,1
S,55275,6.2,2
S,63318,9.7,2
L,102417,8.2,0
L,145507,8.0,0
S,70110,5.1,2
M,171213,5.8,1
M,84500,9.2,1
S,156224,9.7,2
S,92098,5.1,2
L,167891,7.0,0
S,101538,5.9,2
L,156055,9.5,0
S,97531,6.9,2
S,66041,7.9,2
M,78618,8.3,1
S,63321,8.4,2
S,171661,5.7,2
S,65836,5.3,2
L,27320,7.5,0
S,135041,5.8,2
S,113501,9.8,2
S,84009,6.1,2
S,202038,7.4,2
M,157447,8.4,1
S,69117,8.7,2
S,85916,5.7,2
S,208144,9.3,2
L,201845,6.8,0
S,70992,6.8,2
S,78762,7.5,2
M,124250,7.5,1
M,79482,5.6,1
M,139133,7.3,1
L,220326,5.1,0
L,56936,6.1,0
M,186597,8.1,1
M,98276,7.8,1
M,265980,7.3,1
S,28831,7.0,2
S,41710,9.4,2
L,183499,6.6,0
S,106203,8.1,2
S,165971,7.4,2
L,124861,6.0,0
S,90314,5.2,2
S,82549,6.2,2
M,24960,7.1,1
M,106178,5.2,1
M,136353,6.1,1
L,140620,5.1,0
L,261035,8.0,0
L,119849,6.5,0
S,58782,7.7,2
L,77795,6.5,0
M,162430,7.6,1
M,156099,6.5,1
M,105660,6.4,1
M,100617,6.8,1
L,85747,8.8,0
M,103946,9.5,1
L,163429,9.2,0
S,134989,6.9,2
L,232913,5.3,0
S,72913,5.9,2
S,62004,7.7,2
S,54572,8.0,2
S,304083,7.0,2
L,263203,8.6,0
L,78835,9.1,0
M,91165,9.0,1
M,141371,5.6,1
S,176050,6.5,2
S,164808,6.4,2
S,73825,6.6,2
M,56305,7.7,1
S,95982,7.5,2
S,139813,6.7,2
L,103705,6.5,0
M,90682,7.9,1
S,71388,7.0,2
M,96336,9.1,1
M,128679,8.4,1
L,109988,7.8,0
L,146873,7.5,0
M,165141,5.9,1
M,77901,7.8,1
L,94620,8.6,0
L,162374,9.9,0
L,85536,5.8,0
M,132794,10.0,1
S,51202,9.0,2
M,105407,6.2,1
M,94037,7.6,1
S,206898,9.1,2
M,243562,5.0,1
S,51859,8.8,2
S,86795,9.1,2
M,81483,9.8,1
M,269686,9.8,1
S,55579,8.8,2
L,60607,5.8,0
M,131631,8.4,1
S,54944,7.0,2
M,191195,5.2,1
S,120333,7.2,2
S,65699,6.9,2
M,64976,8.0,1
M,209582,6.4,1
