experience_level,years_experience,salary_usd,experience_level_encoded
EN,0,63171,0
SE,9,123969,3
EN,0,54611,0
MI,3,119705,2
SE,9,173697,3
SE,6,144553,3
MI,2,76409,2
SE,8,105022,3
SE,8,147919,3
EN,0,105054,0
EX,17,168883,1
EN,0,54905,0
EX,19,73214,1
MI,4,75589,2
EN,1,104795,0
EN,1,19456,0
EX,13,212599,1
EN,1,63226,0
SE,5,188891,3
EN,0,45335,0
MI,4,114078,2
EX,16,221905,1
MI,4,34898,2
EX,17,288283,1
MI,3,75188,2
EN,1,87149,0
MI,4,91150,2
SE,9,126040,3
EX,15,187737,1
MI,3,125535,2
EX,10,373536,1
EN,1,100732,0
EX,15,212371,1
EN,1,65466,0
MI,3,109204,2
MI,2,72736,2
EN,0,20520,0
EX,19,158930,1
EN,0,76074,0
EN,1,59343,0
MI,2,104447,2
MI,4,43120,2
EX,14,219852,1
SE,7,40164,3
EX,15,164110,1
MI,2,33846,2
MI,4,126266,2
MI,4,98327,2
MI,3,77366,2
EN,0,76129,0
MI,2,134331,2
EN,1,56083,0
EX,15,147444,1
EN,0,92983,0
EN,1,83859,0
MI,2,84786,2
EX,11,154829,1
EX,12,216967,1
MI,3,90170,2
EN,1,59279,0
EX,19,85165,1
EN,1,58417,0
EX,11,160456,1
EN,1,29590,0
EX,19,242489,1
SE,8,136042,3
SE,9,104200,3
SE,7,137878,3
SE,8,187710,3
SE,7,50439,3
EN,1,29300,0
EX,18,93689,1
EX,16,182500,1
SE,8,149041,3
EN,0,43748,0
EN,0,54185,0
EX,19,69436,1
EN,1,103188,0
EN,0,116739,0
EN,1,73367,0
EN,1,72979,0
EX,12,193939,1
EX,19,151333,1
SE,6,63229,3
SE,7,188397,3
MI,4,102987,2
SE,9,226210,3
EN,0,18309,0
EX,17,210459,1
SE,6,70962,3
MI,3,71103,2
EN,0,94344,0
EN,0,31310,0
EX,17,186865,1
EN,0,22689,0
EX,17,71875,1
EN,1,91093,0
MI,3,59983,2
EX,13,315917,1
EN,1,49015,0
EN,0,45174,0
MI,3,124375,2
EN,0,24919,0
SE,9,103196,3
EN,1,101200,0
SE,9,146547,3
SE,8,72296,3
EN,0,63430,0
EX,16,266480,1
SE,6,115622,3
SE,7,59313,3
MI,3,106901,2
EX,11,179377,1
MI,2,98356,2
SE,8,143818,3
SE,6,148765,3
EN,1,88116,0
EN,0,49914,0
EN,0,39015,0
MI,4,88810,2
EX,19,224663,1
EN,0,63881,0
SE,6,95307,3
EN,0,102086,0
MI,2,97103,2
SE,7,174876,3
MI,2,77585,2
EN,0,83753,0
EX,11,191492,1
EN,0,71219,0
SE,9,143605,3
EX,11,261388,1
MI,3,115250,2
EX,16,214259,1
SE,6,50907,3
EX,11,157211,1
MI,4,110447,2
MI,4,108700,2
EN,1,67170,0
SE,6,45079,3
MI,3,97906,2
SE,8,88189,3
MI,2,103595,2
SE,8,113624,3
SE,8,134364,3
EX,12,143237,1
EN,0,61187,0
EN,0,64608,0
EX,14,311834,1
MI,4,127894,2
EN,0,75336,0
EN,1,66416,0
EN,0,49315,0
SE,9,130837,3
SE,5,93179,3
EN,1,88696,0
SE,8,125978,3
EN,1,73015,0
MI,2,89921,2
SE,8,145615,3
EN,1,72798,0
EX,19,202771,1
MI,2,101963,2
SE,6,131393,3
SE,7,216001,3
EX,17,165488,1
EX,11,279330,1
SE,9,120176,3
EX,14,242800,1
SE,7,135978,3
SE,6,233643,3
MI,2,63249,2
EX,11,89516,1
EX,15,176954,1
MI,3,55961,2
SE,6,132864,3
MI,4,104418,2
EN,0,80490,0
MI,3,85744,2
SE,9,101111,3
EX,18,195573,1
SE,9,136148,3
MI,4,108512,2
EX,16,216695,1
SE,5,169781,3
EX,19,306082,1
EN,0,82438,0
EN,0,57552,0
EN,1,54111,0
SE,7,139157,3
MI,4,84808,2
SE,7,141179,3
EX,14,318090,1
MI,3,130980,2
EX,13,134292,1
EX,11,137679,1
EX,12,179453,1
SE,8,118618,3
SE,7,154250,3
MI,4,63563,2
EX,18,199854,1
SE,6,123361,3
SE,6,103643,3
MI,4,61632,2
EN,0,64782,0
SE,7,160583,3
EX,16,259300,1
MI,2,99029,2
EN,1,84037,0
MI,2,70093,2
SE,9,133209,3
SE,9,116248,3
EN,0,62383,0
EX,12,192600,1
MI,2,91590,2
SE,7,102798,3
MI,2,103697,2
MI,2,28499,2
MI,3,69768,2
MI,4,71036,2
SE,7,121894,3
EN,0,60930,0
SE,7,124442,3
MI,2,88420,2
EN,0,84817,0
SE,6,155811,3
MI,3,95395,2
MI,2,82987,2
EX,15,161403,1
SE,8,151191,3
SE,6,92075,3
MI,2,43996,2
EN,0,25803,0
EN,0,99682,0
EX,17,108655,1
MI,3,79605,2
EN,0,68143,0
EX,18,177618,1
EX,17,220052,1
MI,2,83629,2
SE,6,162381,3
SE,8,124109,3
EN,1,59192,0
SE,7,49329,3
EX,13,76915,1
EX,11,101027,1
EX,13,238301,1
SE,5,143521,3
SE,7,139551,3
EN,1,85768,0
EX,13,252548,1
MI,4,116048,2
EN,0,29834,0
SE,5,120609,3
MI,2,79431,2
EX,14,194187,1
SE,7,177785,3
EX,14,231560,1
MI,4,114280,2
EN,1,75014,0
EN,0,32244,0
SE,9,130809,3
EX,19,194628,1
EN,1,31750,0
MI,2,72863,2
EX,11,158698,1
EN,0,70435,0
MI,2,70871,2
EN,0,69256,0
EX,14,172569,1
MI,4,105421,2
EX,13,280936,1
EX,12,244804,1
MI,2,116583,2
SE,9,44363,3
MI,4,103234,2
EX,17,241862,1
EX,19,61352,1
EX,16,247449,1
MI,4,91517,2
EX,13,231797,1
EN,1,29053,0
MI,2,38480,2
EN,1,49357,0
SE,9,100391,3
EN,0,72840,0
EX,16,265397,1
EN,0,92492,0
SE,7,110408,3
EX,19,139699,1
MI,3,80747,2
MI,4,86520,2
EX,12,55997,1
MI,3,107119,2
SE,9,117336,3
EX,16,164003,1
MI,4,109093,2
EN,0,60847,0
MI,4,64394,2
EN,1,56336,0
EX,11,151360,1
SE,7,108867,3
SE,8,163581,3
MI,2,111866,2
EN,0,56511,0
MI,4,40401,2
MI,2,130250,2
MI,4,41173,2
EN,0,69187,0
EX,11,80973,1
SE,7,117099,3
EN,1,62738,0
MI,4,120017,2
MI,2,146456,2
SE,8,116585,3
EN,1,48908,0
MI,2,140368,2
MI,3,117338,2
EN,0,25199,0
MI,3,101321,2
MI,4,86336,2
MI,2,104654,2
MI,3,93107,2
MI,3,113304,2
EX,12,159382,1
SE,9,112099,3
MI,4,106493,2
EN,1,76693,0
SE,9,145475,3
EN,0,79166,0
EX,16,187864,1
EN,1,50080,0
MI,2,103470,2
MI,3,84323,2
MI,3,71020,2
EX,11,74489,1
EN,0,55564,0
EN,1,84737,0
SE,5,125029,3
MI,3,93053,2
MI,2,116161,2
MI,3,96819,2
EN,0,21074,0
MI,2,131324,2
EN,1,58660,0
MI,4,132875,2
MI,3,74316,2
EN,1,65320,0
SE,7,128941,3
MI,2,42409,2
EN,0,76564,0
EX,17,289808,1
EN,1,62042,0
MI,4,98976,2
EX,19,122469,1
EX,16,187847,1
EX,13,157782,1
MI,2,128659,2
EN,0,61499,0
EN,1,66190,0
EN,0,29153,0
EN,1,64431,0
EX,17,330366,1
MI,3,128575,2
SE,9,150066,3
SE,6,147214,3
EN,0,35538,0
SE,7,131200,3
EN,1,65465,0
EX,12,239103,1
SE,8,107447,3
MI,4,56221,2
MI,4,123027,2
SE,5,117390,3
MI,4,89124,2
EX,15,251508,1
EX,15,100520,1
EX,13,348466,1
SE,5,132749,3
EN,1,63454,0
SE,5,102787,3
EN,1,19313,0
SE,5,129410,3
EX,11,172013,1
EX,14,158074,1
MI,4,70476,2
MI,3,90948,2
EX,10,238184,1
EX,14,142525,1
EX,12,210001,1
MI,4,124024,2
EX,17,269130,1
SE,8,44705,3
EN,0,79352,0
SE,7,143377,3
MI,4,40231,2
MI,2,79846,2
EX,12,138782,1
EX,18,199769,1
EX,17,305289,1
EX,17,230691,1
EX,19,238615,1
SE,7,98044,3
MI,3,69231,2
EX,19,233794,1
SE,8,145411,3
SE,9,119952,3
EX,17,152045,1
SE,8,60657,3
EX,13,157794,1
MI,2,37836,2
MI,2,68797,2
SE,6,144648,3
EN,1,88724,0
SE,5,186244,3
SE,6,88469,3
EX,19,310111,1
SE,5,98560,3
SE,6,159392,3
MI,2,109927,2
SE,9,135881,3
EX,16,170048,1
EX,12,86374,1
MI,2,79277,2
MI,2,73902,2
EN,1,61896,0
EN,1,57201,0
EN,0,72205,0
EN,1,45721,0
EN,1,76605,0
MI,2,90927,2
SE,5,129674,3
EN,0,79647,0
SE,6,143268,3
EN,1,55944,0
SE,7,147714,3
EN,0,62923,0
EX,13,195780,1
SE,8,127106,3
EN,1,57038,0
SE,8,130998,3
EN,1,66589,0
EX,12,194996,1
SE,7,152454,3
EN,0,72614,0
EN,1,69406,0
MI,4,109931,2
EN,1,37793,0
EX,15,273120,1
MI,3,105016,2
EX,10,231563,1
SE,5,120136,3
EN,0,25404,0
EN,1,58557,0
EN,1,78957,0
EN,0,22675,0
SE,9,147152,3
SE,9,103466,3
EN,1,78287,0
SE,9,142221,3
EN,0,82950,0
MI,3,124220,2
EN,1,78087,0
EN,0,50319,0
MI,3,82880,2
MI,3,119491,2
SE,8,202791,3
EX,13,203607,1
EN,1,76776,0
EN,1,66728,0
SE,5,135400,3
SE,7,123743,3
MI,3,109631,2
SE,6,153283,3
MI,4,96402,2
SE,9,158028,3
SE,8,45538,3
MI,3,115560,2
SE,6,136534,3
EX,16,211480,1
SE,7,112194,3
EX,14,150077,1
SE,6,125806,3
EN,0,66045,0
SE,8,174743,3
EN,1,96725,0
EX,15,61494,1
EN,0,51504,0
EN,1,84676,0
MI,2,116829,2
EX,17,253322,1
EX,18,307829,1
EN,0,74701,0
MI,3,77814,2
SE,5,153857,3
EN,0,53752,0
EN,0,67828,0
MI,2,98247,2
SE,5,171970,3
SE,9,143515,3
SE,6,39901,3
SE,8,117566,3
EN,1,113872,0
EN,1,68525,0
SE,7,143796,3
EX,16,267822,1
SE,8,92727,3
MI,3,87977,2
MI,3,71922,2
EN,0,31507,0
EN,0,30492,0
MI,3,116151,2
MI,2,71966,2
SE,6,163401,3
EN,1,61330,0
EX,16,214921,1
EN,1,76932,0
EX,11,169028,1
SE,9,118035,3
MI,3,113938,2
SE,7,109615,3
MI,2,27659,2
EN,0,67740,0
SE,6,174654,3
EX,15,232730,1
MI,3,63711,2
SE,8,116990,3
MI,3,105481,2
EX,11,161259,1
SE,8,121460,3
EN,1,70644,0
SE,7,109579,3
MI,4,90547,2
EX,18,218360,1
SE,6,140380,3
SE,7,119973,3
MI,4,102535,2
MI,2,106806,2
EN,1,54346,0
SE,6,70194,3
MI,3,94729,2
EN,0,46286,0
SE,9,166362,3
EX,12,185959,1
SE,9,124415,3
EN,0,69802,0
EX,18,220589,1
MI,4,80123,2
MI,2,116909,2
EN,1,43728,0
EN,0,64573,0
MI,2,117914,2
EX,16,152384,1
MI,3,68312,2
MI,4,85129,2
SE,7,146496,3
MI,4,120458,2
EX,12,306393,1
SE,6,119182,3
EX,18,190595,1
SE,9,133627,3
MI,2,102896,2
EN,0,53828,0
EX,19,229532,1
SE,7,50929,3
SE,5,119585,3
EN,0,94488,0
MI,2,62316,2
EN,1,108014,0
SE,5,137340,3
EN,0,51851,0
SE,7,158813,3
EX,11,272366,1
EN,0,66656,0
MI,4,97650,2
EX,15,198520,1
MI,4,113590,2
EX,10,153445,1
EN,0,97324,0
EN,0,44666,0
EX,18,296548,1
EN,0,89790,0
SE,9,146337,3
MI,4,99555,2
EX,10,153992,1
MI,4,103750,2
MI,2,88704,2
MI,3,118310,2
EX,17,171397,1
MI,3,80403,2
SE,6,118077,3
SE,9,103534,3
MI,2,101905,2
EX,18,182075,1
EX,16,230990,1
EX,19,215816,1
EN,1,83946,0
MI,2,96785,2
MI,3,82495,2
MI,3,131731,2
EN,1,56604,0
EN,1,63776,0
MI,4,68800,2
MI,3,45902,2
MI,4,87974,2
SE,8,141156,3
EN,1,72809,0
EN,1,74905,0
MI,4,83543,2
EN,0,74348,0
EX,10,221177,1
EX,14,188560,1
EN,0,63698,0
EN,0,80238,0
EX,15,161051,1
SE,8,130144,3
EN,1,50319,0
EX,18,256545,1
SE,6,138961,3
EN,0,60037,0
MI,3,102110,2
SE,9,159317,3
SE,6,113026,3
SE,8,175703,3
MI,2,79945,2
EN,1,78895,0
EN,0,65331,0
EN,0,88502,0
EX,17,218753,1
EX,13,286960,1
EN,0,54703,0
SE,5,119409,3
EX,16,169745,1
MI,2,117185,2
EN,0,67488,0
EX,12,237063,1
MI,2,121918,2
EX,19,147358,1
SE,8,159954,3
SE,5,112591,3
EN,1,51670,0
EN,1,54739,0
SE,5,93238,3
MI,2,84825,2
MI,4,78450,2
EN,1,66222,0
MI,2,87393,2
EX,13,293844,1
EX,17,89635,1
SE,8,40827,3
MI,2,53958,2
EX,15,209986,1
EN,1,48509,0
EX,18,256412,1
EN,0,54244,0
EN,0,58064,0
SE,8,89637,3
EN,1,74071,0
MI,4,89562,2
SE,9,199418,3
EX,13,128887,1
EN,1,72518,0
MI,4,63237,2
SE,5,135732,3
EX,12,99662,1
EX,14,282892,1
MI,4,126107,2
SE,5,157203,3
EN,0,91180,0
EX,19,102489,1
EX,18,220299,1
MI,4,83499,2
EN,1,72075,0
MI,2,87037,2
MI,2,123099,2
SE,5,104913,3
EX,19,221690,1
SE,8,113653,3
EX,18,250419,1
SE,8,108412,3
EX,16,186753,1
MI,3,134362,2
EX,19,157702,1
EN,0,69203,0
MI,2,97206,2
SE,9,82737,3
SE,7,99693,3
EN,1,82795,0
EX,13,174298,1
EX,11,270830,1
MI,3,68593,2
EN,1,67495,0
MI,3,114616,2
EX,15,213578,1
EX,16,212620,1
SE,6,56144,3
MI,2,81572,2
EN,1,69805,0
SE,7,134815,3
EX,12,201072,1
EX,13,295447,1
EX,14,76720,1
SE,8,125533,3
EX,17,253018,1
SE,7,133162,3
MI,4,91600,2
EX,19,157559,1
EX,13,171584,1
EX,16,156785,1
EX,12,293023,1
EN,0,86508,0
EX,18,81412,1
EX,10,186673,1
MI,4,112912,2
EN,0,51942,0
MI,3,127418,2
EN,0,96844,0
EX,13,205497,1
MI,3,36123,2
EN,0,26530,0
SE,9,118399,3
MI,2,100255,2
SE,6,129800,3
SE,8,165833,3
MI,3,84617,2
EX,19,228358,1
EN,0,89402,0
EX,14,251892,1
MI,4,91223,2
EX,18,178163,1
MI,2,110328,2
EN,0,80058,0
SE,7,81768,3
EX,13,273957,1
MI,2,71171,2
EX,19,262050,1
EN,0,74346,0
EN,1,26055,0
MI,2,113953,2
SE,7,176525,3
SE,6,137979,3
EX,15,232117,1
EX,15,130819,1
EX,17,245291,1
SE,5,121783,3
SE,5,145307,3
EN,0,77107,0
EN,1,67501,0
EX,14,67669,1
MI,2,100999,2
SE,7,57275,3
EX,19,116317,1
EN,1,72220,0
MI,4,48520,2
MI,4,91794,2
SE,7,148235,3
EN,1,63004,0
EX,13,256279,1
MI,2,100220,2
SE,7,97614,3
SE,7,128100,3
EN,0,78590,0
EN,0,56489,0
SE,9,145462,3
SE,9,114141,3
SE,9,122099,3
SE,7,109552,3
EN,1,57229,0
EX,12,174350,1
SE,6,131413,3
SE,7,109502,3
MI,4,29846,2
SE,8,155786,3
EX,17,84770,1
MI,2,89112,2
EN,1,104744,0
EX,11,199544,1
MI,3,93564,2
MI,2,109257,2
EX,19,233827,1
SE,8,199622,3
EX,10,158846,1
EN,0,43785,0
EX,10,101184,1
EX,16,89965,1
EN,0,73352,0
EX,11,199823,1
EN,1,77392,0
EN,0,75898,0
EN,0,76715,0
MI,3,99717,2
EX,11,181613,1
MI,2,109710,2
EX,11,195849,1
SE,8,125807,3
MI,3,104357,2
EX,12,176952,1
EN,1,57405,0
EX,16,130621,1
EN,0,78485,0
SE,5,200595,3
EN,1,50119,0
EN,1,78348,0
MI,2,158752,2
MI,3,35696,2
MI,4,81558,2
EX,12,240445,1
SE,5,60197,3
EN,1,67887,0
EX,11,251281,1
EX,19,266985,1
MI,4,129783,2
EN,1,79996,0
MI,2,86496,2
MI,4,114996,2
SE,8,124110,3
SE,5,99108,3
MI,3,141155,2
EN,1,71602,0
EN,1,99305,0
EX,17,268561,1
EN,0,101510,0
EX,13,270963,1
MI,4,79001,2
EN,0,51039,0
EN,1,86750,0
EN,1,52962,0
EX,19,253468,1
SE,7,122016,3
EN,1,51691,0
EX,13,119127,1
EX,15,190161,1
EX,14,241186,1
SE,8,103949,3
EX,14,199232,1
EX,17,157050,1
MI,2,84353,2
EX,12,192697,1
SE,5,154367,3
EX,19,305641,1
EX,15,337542,1
MI,2,82530,2
EX,10,183461,1
SE,9,112033,3
MI,3,121109,2
EX,16,208944,1
EN,1,60646,0
MI,2,83782,2
EX,14,130792,1
SE,9,98316,3
SE,9,157782,3
EN,0,54428,0
MI,2,90867,2
EN,1,67221,0
EX,17,154303,1
EN,1,100244,0
SE,5,135424,3
EN,0,61375,0
MI,4,113261,2
SE,9,114736,3
MI,2,48296,2
EX,10,205168,1
SE,7,44379,3
EN,1,89555,0
EX,15,186544,1
MI,3,130260,2
EX,14,61880,1
EX,11,185105,1
EN,1,60068,0
SE,9,152832,3
SE,5,163684,3
EN,0,51675,0
EX,12,270523,1
SE,8,138679,3
EX,16,153448,1
EN,0,99198,0
SE,6,108736,3
SE,8,108349,3
SE,9,97976,3
MI,2,106852,2
SE,5,157337,3
EN,0,119797,0
EX,15,69161,1
EX,18,138491,1
MI,2,103654,2
EN,0,61991,0
EN,0,81076,0
MI,4,84481,2
MI,2,31910,2
MI,2,103659,2
EX,19,241811,1
MI,3,85528,2
EX,12,233646,1
EX,10,180558,1
MI,3,94791,2
EX,17,189914,1
MI,3,96777,2
MI,4,29644,2
EX,16,191246,1
MI,4,74691,2
EN,1,94955,0
SE,9,174201,3
MI,3,110906,2
SE,9,129560,3
EN,1,56552,0
SE,6,82665,3
EN,0,57257,0
SE,8,156738,3
SE,6,105347,3
EX,19,223454,1
MI,3,72740,2
MI,4,107622,2
EX,18,150523,1
SE,5,134704,3
EN,1,51843,0
MI,3,81429,2
EX,13,208862,1
SE,7,90374,3
MI,3,61463,2
SE,7,109194,3
EX,18,170066,1
SE,5,130203,3
MI,2,92631,2
SE,6,124406,3
MI,4,81253,2
MI,4,94671,2
MI,2,104689,2
SE,7,124477,3
EX,17,225013,1
EN,0,57156,0
MI,2,75630,2
EX,12,193038,1
EX,15,354091,1
MI,4,116471,2
EN,1,52386,0
EN,1,23595,0
EX,17,123617,1
EX,16,294173,1
SE,9,158889,3
SE,8,92187,3
EX,18,266476,1
EN,1,64951,0
EX,19,173215,1
MI,3,114900,2
MI,3,65123,2
EX,17,176135,1
EX,15,128894,1
EX,15,140129,1
EX,17,211366,1
MI,2,89067,2
SE,9,120608,3
EX,11,173641,1
MI,2,93978,2
EX,18,291451,1
MI,4,115058,2
MI,4,121394,2
MI,4,51431,2
MI,3,90064,2
SE,6,120867,3
EN,0,51975,0
SE,7,125213,3
EN,0,73632,0
SE,9,147336,3
SE,7,113940,3
SE,5,115793,3
EX,19,385250,1
EN,0,97449,0
EX,12,158205,1
EX,11,227940,1
MI,3,82774,2
SE,6,151102,3
MI,4,135010,2
MI,2,99493,2
MI,2,104842,2
EN,0,77587,0
MI,4,94792,2
SE,6,170382,3
EN,0,69714,0
EN,0,61848,0
EN,0,65280,0
EN,0,67421,0
EX,11,276843,1
MI,4,86366,2
SE,9,113593,3
EX,17,248477,1
SE,5,140516,3
MI,4,101660,2
EN,1,59401,0
EX,16,282872,1
EN,1,79004,0
EX,14,90214,1
EX,10,177517,1
SE,6,138067,3
SE,6,175216,3
EN,0,67149,0
EN,1,65086,0
MI,3,97236,2
MI,2,33499,2
MI,2,83973,2
MI,2,77052,2
SE,5,121702,3
EX,14,226834,1
EX,13,269663,1
SE,7,121309,3
MI,2,81603,2
MI,2,101849,2
SE,9,184180,3
EN,0,117248,0
MI,4,95725,2
MI,2,101075,2
SE,9,138619,3
SE,5,138645,3
EN,1,55621,0
SE,7,135303,3
SE,6,172436,3
EX,17,152590,1
SE,5,110412,3
SE,8,98339,3
EN,0,68002,0
EX,10,187944,1
EN,1,50316,0
MI,2,104865,2
MI,4,79547,2
EN,0,48817,0
EN,1,60358,0
EN,1,36483,0
MI,4,34602,2
SE,8,183641,3
MI,4,137861,2
EN,0,55797,0
EN,1,60447,0
EX,14,188935,1
EX,19,74196,1
SE,9,171635,3
EN,0,71217,0
EN,1,55275,0
EN,1,63318,0
MI,2,102417,2
SE,8,145507,3
EN,1,70110,0
EX,10,171213,1
MI,4,84500,2
EX,15,156224,1
MI,3,92098,2
EX,15,167891,1
MI,4,101538,2
SE,9,156055,3
MI,4,97531,2
EN,0,66041,0
EN,1,78618,0
EN,1,63321,0
EX,14,171661,1
EN,0,65836,0
EN,0,27320,0
SE,5,135041,3
SE,5,113501,3
EN,1,84009,0
EX,17,202038,1
SE,5,157447,3
EX,16,69117,1
MI,2,85916,2
EX,16,208144,1
EX,11,201845,1
EN,0,70992,0
MI,4,78762,2
SE,9,124250,3
EN,0,79482,0
SE,6,139133,3
EX,10,220326,1
SE,7,56936,3
EX,12,186597,1
MI,4,98276,2
EX,18,265980,1
EN,1,28831,0
SE,5,41710,3
SE,8,183499,3
SE,6,106203,3
EX,16,165971,1
MI,4,124861,2
MI,2,90314,2
EN,0,82549,0
EN,0,24960,0
MI,3,106178,2
MI,4,136353,2
MI,4,140620,2
EX,10,261035,1
MI,3,119849,2
EN,1,58782,0
EN,0,77795,0
EX,15,162430,1
SE,7,156099,3
SE,6,105660,3
MI,2,100617,2
EN,0,85747,0
MI,3,103946,2
SE,6,163429,3
SE,8,134989,3
EX,14,232913,1
EN,1,72913,0
EN,0,62004,0
EN,0,54572,0
EX,15,304083,1
EX,18,263203,1
EN,1,78835,0
EX,10,91165,1
SE,7,141371,3
EX,14,176050,1
SE,6,164808,3
MI,3,73825,2
EN,0,56305,0
MI,4,95982,2
EX,12,139813,1
MI,2,103705,2
MI,2,90682,2
EN,1,71388,0
MI,2,96336,2
EX,10,128679,1
MI,3,109988,2
SE,9,146873,3
EX,15,165141,1
EN,0,77901,0
EN,1,94620,0
SE,9,162374,3
EN,1,85536,0
SE,7,132794,3
EN,0,51202,0
MI,3,105407,2
MI,3,94037,2
EX,13,206898,1
EX,19,243562,1
EN,1,51859,0
MI,4,86795,2
MI,4,81483,2
EX,10,269686,1
EN,0,55579,0
EN,0,60607,0
SE,7,131631,3
EN,0,54944,0
SE,5,191195,3
EX,13,120333,1
EX,17,65699,1
EN,1,64976,0
EX,10,209582,1
SE,7,145591,3
EX,16,291098,1
EX,11,196197,1
EX,10,186336,1
SE,8,62080,3
EN,1,85101,0
SE,7,149817,3
EN,0,73727,0
EX,14,95260,1
EN,1,59469,0
MI,4,95741,2
EN,1,99330,0
EX,10,169622,1
MI,2,34014,2
EN,1,48009,0
EX,13,186879,1
SE,6,43587,3
EX,17,296908,1
SE,9,185850,3
EX,18,171053,1
EX,13,149653,1
MI,3,86772,2
MI,4,80745,2
MI,3,88333,2
EX,16,294564,1
SE,6,151837,3
EX,14,258351,1
SE,5,93903,3
SE,9,129113,3
EN,1,86397,0
SE,9,124460,3
EX,18,149448,1
EN,1,58804,0
EN,0,79567,0
MI,4,92586,2
EN,0,88553,0
EX,13,180911,1
SE,8,180125,3
EN,1,52185,0
EX,14,246154,1
EN,0,57512,0
MI,2,170182,2
MI,3,40011,2
SE,7,112165,3
SE,8,118931,3
SE,8,163364,3
EX,18,131301,1
MI,4,68441,2
MI,2,135907,2
SE,6,99860,3
MI,3,91537,2
SE,5,167565,3
MI,2,102636,2
SE,6,116030,3
EN,1,84644,0
EN,1,65082,0
EN,0,62534,0
SE,5,241137,3
EN,1,85906,0
SE,9,99399,3
EN,0,69551,0
MI,4,98388,2
EN,1,59613,0
EN,0,84934,0
EX,18,86399,1
SE,8,167659,3
MI,2,101084,2
EN,1,32520,0
SE,6,109024,3
SE,8,130052,3
MI,2,118889,2
EX,15,120628,1
EN,0,74800,0
EN,1,64207,0
MI,2,133828,2
EN,1,79575,0
SE,7,131921,3
EX,18,237422,1
MI,2,78318,2
MI,2,108458,2
EX,18,263428,1
MI,3,46582,2
EX,17,169033,1
MI,2,59167,2
EN,0,76863,0
EN,1,54769,0
EX,14,227468,1
EN,0,27385,0
EX,10,192062,1
MI,4,84809,2
SE,6,129372,3
EN,1,61768,0
EN,0,33922,0
SE,6,127911,3
EX,16,132207,1
EN,1,60862,0
MI,2,30483,2
MI,4,99046,2
MI,3,126174,2
EX,11,226713,1
EN,0,66662,0
EX,14,156202,1
SE,9,106445,3
SE,7,57527,3
EN,1,71613,0
SE,9,214057,3
SE,6,113033,3
MI,4,83831,2
SE,6,130289,3
SE,7,128723,3
EX,10,197237,1
MI,2,49680,2
MI,3,79494,2
MI,3,120305,2
EX,11,109402,1
MI,3,131199,2
MI,4,89303,2
EX,13,152868,1
MI,2,77521,2
SE,9,140909,3
EX,18,156224,1
MI,3,98611,2
SE,7,129667,3
SE,5,143589,3
EN,0,102918,0
EX,10,233285,1
SE,5,161043,3
EX,18,184501,1
EX,10,77968,1
EX,17,251626,1
MI,3,93801,2
EN,0,85270,0
EX,12,116844,1
SE,6,115484,3
EX,15,215938,1
SE,9,112832,3
EX,12,375327,1
SE,9,167432,3
MI,2,117408,2
MI,3,76644,2
EN,1,80930,0
MI,3,96017,2
EN,0,85062,0
SE,9,123126,3
EX,13,131093,1
MI,2,110151,2
MI,4,120418,2
EX,10,135377,1
MI,3,87833,2
EX,15,227660,1
EX,15,133632,1
EN,1,78480,0
EX,14,206088,1
SE,9,153198,3
MI,2,92186,2
SE,7,123240,3
MI,4,77013,2
MI,3,79315,2
MI,3,82499,2
MI,3,89597,2
MI,4,79127,2
EX,16,181523,1
EX,14,136263,1
MI,4,83502,2
EN,0,80445,0
SE,5,129262,3
EX,15,318729,1
SE,9,42907,3
MI,2,35590,2
EX,15,201427,1
EX,11,206878,1
EN,0,59555,0
MI,2,40698,2
EN,1,60205,0
EX,16,153723,1
EX,12,185811,1
EN,1,49147,0
MI,3,102077,2
SE,6,62401,3
SE,5,107823,3
MI,3,91347,2
SE,5,51459,3
EN,0,81873,0
MI,2,83272,2
SE,7,116075,3
SE,9,89742,3
EN,1,72250,0
EN,1,89161,0
EX,19,248371,1
EX,12,237882,1
SE,8,234093,3
EN,1,69998,0
MI,3,92320,2
EN,0,61179,0
MI,3,61702,2
EN,1,85122,0
EN,1,78254,0
EN,1,70895,0
SE,6,199927,3
EX,16,170229,1
MI,4,154419,2
SE,9,162643,3
EX,11,268185,1
SE,5,180863,3
EN,1,34377,0
EX,12,66309,1
EX,17,151661,1
EX,10,169405,1
EN,0,72571,0
EX,15,240989,1
EN,1,44658,0
EN,1,51559,0
MI,2,165686,2
EN,0,105339,0
EX,18,209800,1
MI,3,118780,2
SE,6,125984,3
SE,6,121739,3
SE,5,141394,3
EN,0,74325,0
SE,7,181015,3
EN,0,54802,0
MI,3,113391,2
EX,15,171064,1
MI,3,122125,2
SE,5,133237,3
EN,1,89475,0
MI,2,92805,2
EX,14,277302,1
SE,8,157131,3
SE,6,124242,3
EX,18,165005,1
EN,1,55240,0
SE,6,39042,3
EX,15,64577,1
EN,0,50657,0
SE,6,108147,3
EX,17,186468,1
SE,6,148941,3
EN,0,61003,0
SE,9,130513,3
EX,18,218583,1
EN,0,57623,0
EN,1,63893,0
EX,12,198531,1
EN,1,66355,0
EN,1,71500,0
MI,2,99853,2
SE,5,160109,3
SE,9,126146,3
EN,0,32128,0
EN,1,23707,0
EX,10,210918,1
SE,6,132476,3
